Tabela;Coluna;Tipo;Nullable;Default;Constraint;Comentário;Linhas Tabela;Posição;
THIST_MOV_BEM_577;ID;NUMBER(10,0);NOT NULL;;;;20;1;
THIST_MOV_BEM_577;DATA;DATE;NOT NULL;;;;20;2;
THIST_MOV_BEM_577;VALOR;NUMBER(17,8);NOT NULL;;;;20;3;
THIST_MOV_BEM_577;VALOR_MOE;NUMBER(17,8);NOT NULL;;;;20;4;
THIST_MOV_BEM_577;EMPR_ID;NUMBER(10,0);NOT NULL;;;;20;5;
THIST_MOV_BEM_577;TBEM_ID;NUMBER(10,0);NOT NULL;;;;20;6;
THIST_MOV_BEM_577;TCOD_LANCA_ID;NUMBER(10,0);NOT NULL;;;;20;7;
THIST_MOV_BEM_577;MOE_ID;NUMBER(10,0);NOT NULL;;;;20;8;
THIST_MOV_BEM_577;LCTO;NUMBER(10,0);NOT NULL;;;;20;9;
THIST_MOV_BEM_577;CALC;NUMBER(1,0);NOT NULL;;;;20;10;
THIST_MOV_BEM_577;TBAIXAS_ID;NUMBER(10,0);NULL;;;;20;11;
THIST_MOV_BEM_577;TBEMTRFEMP_ID;NUMBER(10,0);NULL;;;;20;12;
THIST_MOV_CP;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;177120;1;
THIST_MOV_CP;DT_MOV;DATE;NOT NULL;;;Digite uma data;177120;2;
THIST_MOV_CP;DT_SIST;DATE;NOT NULL;;;Digite uma data;177120;3;
THIST_MOV_CP;SEQ;NUMBER(3,0);NOT NULL;;;Código numérico;177120;4;
THIST_MOV_CP;VLR_AB;NUMBER(17,8);NOT NULL;;;Código 9 inteiros e 8 decimais;177120;5;
THIST_MOV_CP;VLR_DESC;NUMBER(17,8);NULL;;;Código 9 inteiros e 8 decimais;177120;6;
THIST_MOV_CP;VLR_JURO;NUMBER(17,8);NULL;;;Código 9 inteiros e 8 decimais;177120;7;
THIST_MOV_CP;VLR_MOV;NUMBER(17,8);NOT NULL;;;Código 9 inteiros e 8 decimais;177120;8;
THIST_MOV_CP;HISTORICO;VARCHAR2(60);NOT NULL;Tem Default;;Descrição do Histórico;177120;9;
THIST_MOV_CP;POR_ID;NUMBER(10,0);NOT NULL;;FK ¿ TPORTADORES.ID;Referência a;177120;10;
THIST_MOV_CP;ATRASO;NUMBER(5,0);NULL;;;Código numérico;177120;11;
THIST_MOV_CP;TIT_CP_ID;NUMBER(8,0);NOT NULL;;FK ¿ TTIT_CP.ID;Referência a;177120;12;
THIST_MOV_CP;TP_CP_ID;NUMBER(10,0);NOT NULL;;FK ¿ TTP_CP.ID;Referência a;177120;13;
THIST_MOV_CP;DT_PGTO_COMIS;DATE;NULL;;;Digite uma data;177120;14;
THIST_MOV_CP;TCHQ_CP_ID;NUMBER(10,0);NULL;;FK ¿ TCHEQUES_CP.ID;Referência a;177120;15;
THIST_MOV_CP;VLR_OUT_DESP;NUMBER(17,8);NULL;Tem Default;;Valor de Outras Despesas;177120;16;
THIST_MOV_CP;VLR_COFINS_SERV;NUMBER(17,8);NULL;Tem Default;;;177120;17;
THIST_MOV_CP;VLR_CSLL_SERV;NUMBER(17,8);NULL;Tem Default;;;177120;18;
THIST_MOV_CP;VLR_PIS_COFINS_CSLL;NUMBER(17,8);NULL;Tem Default;;;177120;19;
THIST_MOV_CP;VLR_PIS_SERV;NUMBER(17,8);NULL;Tem Default;;;177120;20;
THIST_MOV_CP;VLR_MOV_MOE_EXT;NUMBER(17,8);NULL;;;Valor do Movimento em Moeda Estrangeira;177120;21;
THIST_MOV_CP;COTACAO_MOEDA;NUMBER(17,8);NULL;Tem Default;;Valor da Cotação da Moeda na DT_COTACAO_MOEDA (MOE_ID_ORIG);177120;22;
THIST_MOV_CP;VAR_CAMBIAL_ATIVA;NUMBER(17,8);NULL;Tem Default;;Valor da Variação Cambial Ativa da Moeda (MOE_ID_ORIG);177120;23;
THIST_MOV_CP;VAR_CAMBIAL_PASSIVA;NUMBER(17,8);NULL;Tem Default;;Valor da Variação Cambial Passiva da Moeda (MOE_ID_ORIG);177120;24;
THIST_MOV_CP;DT_COTACAO_MOEDA;DATE;NULL;;;Data Considerada na Cotação da Moeda (MOE_ID_ORIG). Quando em branco, o Título CP foi gerado por NFE a partir de Ped.Compra com campo DT_MOEDA = F (Valor Fixo de Cotação, sem Data de Cotação);177120;25;
THIST_MOV_CP;SALDO_VAR_CAMBIAL;NUMBER(17,8);NULL;;;Valor de Saldo da Variação Cambial Mensal (FFIN0200);177120;26;
THIST_MOV_CP;VLR_AB_MOE_EXT;NUMBER(17,8);NULL;;;Valor Aberto em Moeda Estrangeira;177120;27;
THIST_MOV_CP;VLR_PRESENTE;NUMBER(17,8);NULL;;;Valor Presente Negociado;177120;28;
THIST_MOV_CP;USU_ID;NUMBER(19,0);NULL;;FK ¿ TUSUARIOS.ID;ID do Usuário. Referência a TUSUARIOS.ID.;177120;29;
THIST_MOV_CR;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;421754;1;
THIST_MOV_CR;DT_CONTABIL;DATE;NOT NULL;;;Digite uma data;421754;2;
THIST_MOV_CR;DT_MOV;DATE;NOT NULL;;;Digite uma data;421754;3;
THIST_MOV_CR;DT_SIST;DATE;NOT NULL;;;Digite uma data;421754;4;
THIST_MOV_CR;SEQ;NUMBER(4,0);NOT NULL;;;Código numérico;421754;5;
THIST_MOV_CR;VLR_AB;NUMBER(17,8);NOT NULL;;;Valor Aberto Financeiro.;421754;6;
THIST_MOV_CR;VLR_DESC;NUMBER(17,8);NULL;;;Código 9 inteiros e 8 decimais;421754;7;
THIST_MOV_CR;VLR_JURO;NUMBER(17,8);NULL;;;Código 9 inteiros e 8 decimais;421754;8;
THIST_MOV_CR;VLR_MOV;NUMBER(17,8);NOT NULL;;;Código 9 inteiros e 8 decimais;421754;9;
THIST_MOV_CR;TIT_CR_ID;NUMBER(10,0);NOT NULL;;FK ¿ TTIT_CR.ID;Referência a;421754;10;
THIST_MOV_CR;TTP_CR_ID;NUMBER(10,0);NOT NULL;;FK ¿ TTP_CR.ID;Referência a;421754;11;
THIST_MOV_CR;HISTORICO;VARCHAR2(60);NOT NULL;Tem Default;;Descrição do Histórico;421754;12;
THIST_MOV_CR;POR_ID;NUMBER(10,0);NOT NULL;;FK ¿ TPORTADORES.ID;Referência a;421754;13;
THIST_MOV_CR;ATRASO;NUMBER(5,0);NULL;;;Código numérico;421754;14;
THIST_MOV_CR;DESP_CARTORIO;NUMBER(17,8);NULL;Tem Default;;Código 9 inteiros e 8 decimais;421754;15;
THIST_MOV_CR;DT_PGTO_COMIS;DATE;NULL;;;Digite uma data;421754;16;
THIST_MOV_CR;VLR_OUT_DESP;NUMBER(17,8);NULL;;;Valor de outras despesas;421754;17;
THIST_MOV_CR;VLR_MULTA;NUMBER(17,8);NULL;Tem Default;;Valor da Multa do Movimento;421754;18;
THIST_MOV_CR;VLR_COFINS;NUMBER(17,8);NULL;Tem Default;;Valor do COFINS referente à Retenção;421754;19;
THIST_MOV_CR;VLR_CSLL;NUMBER(17,8);NULL;Tem Default;;Valor de CSLL;421754;20;
THIST_MOV_CR;VLR_IRPJ;NUMBER(17,8);NULL;Tem Default;;Valor de IRRF;421754;21;
THIST_MOV_CR;VLR_ISSQN;NUMBER(17,8);NULL;Tem Default;;Valor de ISSQN;421754;22;
THIST_MOV_CR;VLR_PIS;NUMBER(17,8);NULL;Tem Default;;Valor do PIS referente à Retenção;421754;23;
THIST_MOV_CR;VLR_JURO_ND;NUMBER(17,8);NULL;Tem Default;;Valor de juros NÃO PAGOS do histórico;421754;24;
THIST_MOV_CR;USUARIO;VARCHAR2(70);NULL;;;Usuário que realizou o movimento;421754;25;
THIST_MOV_CR;CICL_CAIXA_ID;NUMBER(10,0);NULL;;FK ¿ TCICLOS_CAIXA.ID;Ciclo de Caixa do Movimento;421754;26;
THIST_MOV_CR;FPGTO_ID;NUMBER(10,0);NULL;;FK ¿ TFORMAS_PGTO.ID;;421754;27;
THIST_MOV_CR;VLR_MOV_MOE_EXT;NUMBER(17,8);NULL;;;Valor do Movimento em Moeda Estrangeira;421754;28;
THIST_MOV_CR;COTACAO_MOEDA;NUMBER(17,8);NULL;Tem Default;;Valor da Cotação da Moeda na DT_COTACAO_MOEDA (MOE_ID_ORIG);421754;29;
THIST_MOV_CR;DT_COTACAO_MOEDA;DATE;NULL;;;Data Considerada na Cotação da Moeda (MOE_ID_ORIG);421754;30;
THIST_MOV_CR;VAR_CAMBIAL_ATIVA;NUMBER(17,8);NULL;Tem Default;;Valor da Variação Cambial Ativa da Moeda (MOE_ID_ORIG);421754;31;
THIST_MOV_CR;VAR_CAMBIAL_PASSIVA;NUMBER(17,8);NULL;Tem Default;;Valor da Variação Cambial Passiva da Moeda (MOE_ID_ORIG);421754;32;
THIST_MOV_CR;SALDO_VAR_CAMBIAL;NUMBER(17,8);NULL;;;Valor de Saldo da Variação Cambial Mensal (FFIN0200);421754;33;
THIST_MOV_CR;VLR_AB_MOE_EXT;NUMBER(17,8);NULL;;;Valor Aberto em Moeda Estrangeira;421754;34;
THIST_MOV_CR;PER_CRE_PISCOFINS;DATE;NULL;;;Informe o período de crédito de PIS e COFINS;421754;35;
THIST_MOV_CR;VLR_DISP_NEG;NUMBER(17,8);NULL;;;Valor Disponível Para Negociação;421754;36;
THIST_MOV_CR;VLR_NEG;NUMBER(17,8);NULL;;;Valor Negociado;421754;37;
THIST_MOV_CR;VLR_PIS_FAT;NUMBER(17,8);NULL;;;Valor de PIS.;421754;38;
THIST_MOV_CR;VLR_COFINS_FAT;NUMBER(17,8);NULL;;;Valor de COFINS.;421754;39;
THIST_MOV_CR;VLR_PIS_ST;NUMBER(17,8);NULL;;;Valor de PIS ST.;421754;40;
THIST_MOV_CR;VLR_COFINS_ST;NUMBER(17,8);NULL;;;Valor de COFINS ST.;421754;41;
THIST_MOV_CR;VLR_PRESENTE;NUMBER(17,8);NULL;;;Valor Presente Negociado;421754;42;
THIST_MOV_CR;TOPER_ADM_ID;NUMBER;NULL;;FK ¿ TFORNECEDORES.ID;Referência a TFORNECEDORES (Operadora/Administradora de Cartões, conforme FFIN0070).;421754;43;
THIST_MOV_CR;SIT_CHQ;VARCHAR2(3);NULL;Tem Default;;Situação do cheque após a geração ou alteração do histórico de movimento.;421754;44;
THIST_MOV_CR;VLR_AB_CONTABIL;NUMBER(17,8);NOT NULL;;;Valor Aberto Contábil.;421754;45;
THIST_MOV_CR;BASE_CALC_PIS_FAT;NUMBER(17,8);NULL;;;Base de Cálculo de PIS.;421754;46;
THIST_MOV_CR;BASE_CALC_COFINS_FAT;NUMBER(17,8);NULL;;;Base de Cálculo de COFINS.;421754;47;
THIST_MOV_CR;BASE_CALC_PIS_ST;NUMBER(17,8);NULL;;;Base de Cálculo de PIS ST.;421754;48;
THIST_MOV_CR;BASE_CALC_COFINS_ST;NUMBER(17,8);NULL;;;Base de Cálculo de COFINS ST.;421754;49;
THIST_MOV_CR;USU_ID;NUMBER(19,0);NULL;;FK ¿ TUSUARIOS.ID;ID do Usuário. Referência a TUSUARIOS.ID.;421754;50;
THIST_MOV_CR_REP;ID;NUMBER(10,0);NOT NULL;;PK;Surrogate Key;1977;1;
THIST_MOV_CR_REP;DT_PGTO_COMIS;DATE;NOT NULL;;;Digite uma data;1977;2;
THIST_MOV_CR_REP;REP_ID;NUMBER(10,0);NOT NULL;;FK ¿ TREPRESENTANTES.ID;Surrogate Key;1977;3;
THIST_MOV_CR_REP;HIST_MOV_C_ID;NUMBER(10,0);NOT NULL;;FK ¿ THIST_MOV_CR.ID;Surrogate Key;1977;4;
THIST_MOV_ITE_PDC;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;153323;1;
THIST_MOV_ITE_PDC;NR_DOC;NUMBER(15,0);NULL;;;Número do documento;153323;2;
THIST_MOV_ITE_PDC;QTDE;NUMBER(19,8);NOT NULL;;;Quantidade do estoque;153323;3;
THIST_MOV_ITE_PDC;DT;DATE;NOT NULL;;;Data do movimento;153323;4;
THIST_MOV_ITE_PDC;USUARIO;VARCHAR2(100);NOT NULL;;;Usuário;153323;5;
THIST_MOV_ITE_PDC;TP;VARCHAR2(3);NOT NULL;;;Tipo do histórico;153323;6;
THIST_MOV_ITE_PDC;TMOT_CAN_ID;NUMBER(10,0);NULL;;FK ¿ TMOTIVOS_CANCEL.ID;Referência a tabela de motivos de cancelamentos;153323;7;
THIST_MOV_ITE_PDC;PEDCITEM_ID;NUMBER(10,0);NULL;;FK ¿ TPEDC_ITEM.ID;Referência a tabela do item do pedido de compra;153323;8;
THIST_MOV_ITE_PDC;ITNFE_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_NFE.ID;Referência a tabela do item da nota de entrada;153323;9;
THIST_MOV_ITE_PDC;ITSOLC_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_SOLC.ID;Referência a tabela do item da solicitação de compra;153323;10;
THIST_MOV_ITE_PDC;TP_HIST;VARCHAR2(2);NULL;;;Tipo de histórico;153323;11;
THIST_MOV_ITE_PDC;DEMANDA_ID;NUMBER(10,0);NULL;Tem Default;FK ¿ TDEMANDAS.ID;;153323;12;
THIST_MOV_ITE_PDC;ITAVR_ID;NUMBER(10,0);NULL;Tem Default;FK ¿ TITENS_AVISO_RECEB.ID;Referência a;153323;13;
THIST_MOV_ITE_PDC;ITPLC_ID;NUMBER(10,0);NULL;Tem Default;FK ¿ TITENS_PLC.ID;;153323;14;
THIST_MOV_ITE_PDV;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;315035;1;
THIST_MOV_ITE_PDV;NR_DOC;NUMBER(8,0);NULL;;;Surrogate Key;315035;2;
THIST_MOV_ITE_PDV;QTDE;NUMBER(19,8);NOT NULL;;;Quantidade;315035;3;
THIST_MOV_ITE_PDV;DT;DATE;NOT NULL;;;Data do movimento;315035;4;
THIST_MOV_ITE_PDV;TP;VARCHAR2(3);NOT NULL;;;Tipo;315035;5;
THIST_MOV_ITE_PDV;USUARIO;VARCHAR2(100);NOT NULL;;;Usuário;315035;6;
THIST_MOV_ITE_PDV;ITPDV_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_PDV.ID;Referência a;315035;7;
THIST_MOV_ITE_PDV;MTCN_ID;NUMBER(10,0);NULL;;;Referência a;315035;8;
THIST_MOV_ITE_PDV;ITNFS_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_NFS.ID;Referência a;315035;9;
THIST_MOV_ITE_PDV;ITORC_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_PDV.ID;Referência a;315035;10;
THIST_MOV_ITE_PDV;ITPLC_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_PLC.ID;Referência a;315035;11;
THIST_MOV_ITE_PDV;TMOT_CAN_ID;NUMBER(10,0);NULL;;FK ¿ TMOTIVOS_CANCEL.ID;Referência a;315035;12;
THIST_MOV_ITE_PDV;DT_SISTEMA;DATE;NULL;Tem Default;;Data e hora do sistema no momento da inclusão do registro;315035;13;
THIST_MOV_ITE_PDV;ITNFE_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_NFE.ID;Chave Primária;315035;14;
THIST_MOV_ITE_PDV;ITEXP_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_PDV.ID;Chave Primária;315035;15;
THIST_MOV_ITE_PDV;ITPDV_ATEND_ID;NUMBER(10,0);NULL;;FK ¿ TITENS_PDV.ID;Ao atender um item de pedido gerado por outro item de outro pedido, este é atendido automaticamente com este link;315035;16;
THIST_MOV_ITE_PDV;COMPLEMENTO;VARCHAR2(4000);NULL;;;Complemento do motivo de cancelamento;315035;17;
THIST_MOV_JR;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;45599;1;
THIST_MOV_JR;SEQ;NUMBER(5,0);NOT NULL;;;Sequência;45599;2;
THIST_MOV_JR;TP_JR;VARCHAR2(2);NOT NULL;;;Tipo de juros;45599;3;
THIST_MOV_JR;DT_MOV;DATE;NOT NULL;;;Digite uma data;45599;4;
THIST_MOV_JR;DT_SIS;DATE;NOT NULL;;;Digite uma data;45599;5;
THIST_MOV_JR;VLR_MOV;NUMBER(17,8);NOT NULL;;;Código 9 inteiros e 8 decimais;45599;6;
THIST_MOV_JR;VLR_AB;NUMBER(17,8);NOT NULL;;;Código 9 inteiros e 8 decimais;45599;7;
THIST_MOV_JR;TJR_ID;NUMBER(10,0);NOT NULL;;FK ¿ TJUROS.ID;Referência a;45599;8;
THIST_MOV_JR;USUARIO;VARCHAR2(100);NOT NULL;;;Descrição de até 20 posições;45599;9;
THIST_MOV_JR;HISTORICO;VARCHAR2(70);NULL;;;Histórico;45599;10;
THIST_MOV_JR;HIST_MOV_C_ID;NUMBER(10,0);NULL;;FK ¿ THIST_MOV_CR.ID;Referência a;45599;11;
THIST_NFX_REG_VAL;ID;NUMBER(10,0);NOT NULL;;PK;Chave primária da tabela.;45;1;
THIST_NFX_REG_VAL;NFX_REG_VAL_ID;NUMBER(10,0);NOT NULL;;FK ¿ TNFX_REGRAS_VALIDACAO.ID;Referência à TNFX_REGRAS_VALIDACAO.ID.;45;2;
THIST_NFX_REG_VAL;USUARIO;VARCHAR2(200);NOT NULL;;;Usuário da inclusão/alteração.;45;3;
THIST_NFX_REG_VAL;TIPO;VARCHAR2(1);NOT NULL;;;Tipo do histórico (I para Inclusão e A para Alteração);45;4;
THIST_NFX_REG_VAL;DT;DATE;NOT NULL;;;Data e Hora do histórico;45;5;
THIST_ORDENS_PROCESSO;ID;NUMBER(10,0);NOT NULL;;PK;Chave primária;38653;1;
THIST_ORDENS_PROCESSO;USUARIO;VARCHAR2(100);NOT NULL;;;Usuário que inseriu o registro;38653;2;
THIST_ORDENS_PROCESSO;DATA_GERACAO;DATE;NOT NULL;;;Data de inserção do registro;38653;3;
THIST_ORDENS_PROCESSO;SEQ;NUMBER(10,0);NOT NULL;;;Sequência do fechamento contábil;38653;4;
THIST_ORDENS_PROCESSO;NBM;VARCHAR2(10);NOT NULL;;;;38653;5;
THIST_ORDENS_PROCESSO;OFICIAL;NUMBER(1,0);NOT NULL;;;Indicador do Regitro: (1) Oficial - (0) não oficial;38653;6;
THIST_ORDENS_PROCESSO;DT_REF;DATE;NOT NULL;;;Data da valorização;38653;7;
THIST_ORDENS_PROCESSO;ITEMPR_ID;NUMBER(10,0);NOT NULL;;FK ¿ TITENS_EMPR.ID;FK - TITENS_EMPR;38653;8;
THIST_ORDENS_PROCESSO;TMASC_ITEM_ID;NUMBER(10,0);NULL;;FK ¿ TMASC_ITEM.ID;;38653;9;
THIST_ORDENS_PROCESSO;ORDEM_ID;NUMBER(10,0);NOT NULL;;FK ¿ TORDENS.ID;FK - TORDENS;38653;10;
THIST_ORDENS_PROCESSO;UNID_MED_ID;NUMBER(10,0);NOT NULL;;FK ¿ TUNID_MED.ID;FK - TUNID_MED;38653;11;
THIST_ORDENS_PROCESSO;ITESTQ_ID;NUMBER(10,0);NOT NULL;;FK ¿ TITENS_ESTOQUE.ID;FK - TITENS_ESTOQUE;38653;12;
THIST_ORDENS_PROCESSO;DESC_TECNICA;VARCHAR2(200);NULL;;;Descrição técnica do item;38653;13;
THIST_ORDENS_PROCESSO;QTDE_MATERIAL;NUMBER(19,8);NOT NULL;;;Quantidade de material;38653;14;
THIST_ORDENS_PROCESSO;TEMPO_OPERACAO;NUMBER(19,8);NOT NULL;;;Tempo de operação;38653;15;
THIST_ORDENS_PROCESSO;VLR_MATERIAL;NUMBER(19,8);NOT NULL;;;Valor do material;38653;16;
THIST_ORDENS_PROCESSO;VLR_OPERACAO;NUMBER(19,8);NOT NULL;;;Valor da operação;38653;17;
THIST_ORDENS_PROCESSO;SALDO_ORDEM;NUMBER(19,8);NOT NULL;;;Saldo da ordem;38653;18;
THIST_ORDENS_PROCESSO;UNIT_ORDEM;NUMBER(19,8);NOT NULL;;;;38653;19;
THIST_ORDENS_PROCESSO;IND_PROP;NUMBER(1,0);NULL;;;Indicador de propriedade/posse do item. 0 - Item de propriedade do informante e em seu poder 1 - Item de propriedade do informante em posse de terceiros 2- Item de propriedade de terceiros em posse do informante.;38653;20;
THIST_ORDENS_PROCESSO;CLI_ID;NUMBER(10,0);NULL;;FK ¿ TCLIENTES.ID;Cliente de propriedade/posse do item.;38653;21;
THIST_ORDENS_PROCESSO;EST_ID;NUMBER(10,0);NULL;;FK ¿ TESTABELECIMENTOS.ID;Estabelecimento do Cliente de propriedade/posse do item.;38653;22;
THIST_ORDENS_PROCESSO;TFOR_ID;NUMBER(10,0);NULL;;FK ¿ TFORNECEDORES.ID;Fornecedor de propriedade/posse do item.;38653;23;
THIST_ORDENS_TERC;ID;NUMBER(10,0);NOT NULL;;;;15589;1;
THIST_ORDENS_TERC;QTDE;NUMBER(19,8);NOT NULL;;;;15589;2;
THIST_ORDENS_TERC;DATA;DATE;NOT NULL;;;;15589;3;
THIST_ORDENS_TERC;TIPO;VARCHAR2(3);NOT NULL;;;;15589;4;
THIST_ORDENS_TERC;TTERC_ID;NUMBER(10,0);NOT NULL;;;;15589;5;
THIST_ORDENS_TERC;USUARIO;VARCHAR2(100);NOT NULL;;;;15589;6;
THIST_ORDENS_TERC;TPEDC_ITEM_ID;NUMBER(10,0);NOT NULL;;;;15589;7;
THIST_PDV_IMP;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;19;1;
THIST_PDV_IMP;NUM_PEDIDO;NUMBER(10,0);NULL;Tem Default;;Referência a;19;2;
THIST_PDV_IMP;STATUS;NUMBER(1,0);NOT NULL;;;Campo status;19;3;
THIST_PDV_IMP;ORDEM_CPR;VARCHAR2(40);NULL;;;Ordem de compra;19;4;
THIST_PDV_IMP;COD_CLI;NUMBER(6,0);NULL;;;Erros ocorridos durante a gravação;19;5;
THIST_PDV_IMP;DT_GERACAO;DATE;NULL;Tem Default;;Data de geração;19;6;
THIST_PDV_IMP;SESSAO;VARCHAR2(20);NULL;Tem Default;;Sessão;19;7;
THIST_PDV_IMP;NUM_EXECUCAO;NUMBER(10,0);NULL;;;;19;8;
THIST_PDV_IMP;NUM_PED_REPR;VARCHAR2(40);NULL;Tem Default;;;19;9;
THIST_PDV_IMP;PDV_ID;NUMBER(10,0);NULL;;;Id do pedido de venda gerado;19;10;
THIST_PDV_IMP;OBSERVACAO;CLOB;NULL;;;;19;11;
THIST_PDV_IMP;FCNT_ID;NUMBER(10,0);NULL;;;Vínculo com o TFCNT_PDV;19;12;
THIST_PRECOSCOM_IT;ID;NUMBER(10,0);NOT NULL;Tem Default;PK;Chave Primária;60841;1;
THIST_PRECOSCOM_IT;DATA;DATE;NOT NULL;Tem Default;;Data de alteração do preço;60841;2;
THIST_PRECOSCOM_IT;PERC_VAR;NUMBER(17,8);NULL;Tem Default;;Valor percentual (6 decimais);60841;3;
THIST_PRECOSCOM_IT;TMOT_ALT_T_ID;NUMBER(10,0);NOT NULL;Tem Default;FK ¿ TMOT_ALT_TPRECOSCOM_IT.ID;Referência a Tabela TMOT_ALT_TPRECOSCOM_IT;60841;4;
THIST_PRECOSCOM_IT;TPRCOM_IT_ID;NUMBER(10,0);NOT NULL;Tem Default;FK ¿ TPRECOSCOM_IT.ID;Referência a Tabela TPRECOSCOM_IT;60841;5;
THIST_PRECOSCOM_IT;VLR_LIQ_ANTER;NUMBER(17,8);NOT NULL;Tem Default;;Valor líquido anterior;60841;6;
THIST_PRECOSCOM_IT;VLR_LIQ_ATUAL;NUMBER(17,8);NOT NULL;Tem Default;;Valor líquido atual;60841;7;
THIST_PRECOSCOM_IT;USUARIO;VARCHAR2(70);NOT NULL;;;Usuário;60841;8;
THIST_PRECOS_TERC;ID;NUMBER(10,0);NOT NULL;;PK;Chave Primária;1751;1;
THIST_PRECOS_TERC;OPER_PRC_T_ID;NUMBER(10,0);NOT NULL;;FK ¿ TOPER_PRECOS_TERC.ID;Referência a;1751;2;
THIST_PRECOS_TERC;PRECO_ANTIGO;NUMBER(17,8);NOT NULL;;;Preço Antigo;1751;3;
THIST_PRECOS_TERC;PRECO_NOVO;NUMBER(17,8);NOT NULL;;;Preço Novo;1751;4;
THIST_PRECOS_TERC;DATA_REFERENCIA;DATE;NOT NULL;;;Data de Referência;1751;5;
THIST_PRECOS_TERC;MOT_PRC_T_ID;NUMBER(10,0);NOT NULL;;FK ¿ TMOTIVOS_PRECOS_TERC.ID;Referência a;1751;6;
THIST_PRECOS_TERC;UNID_MED_ID;NUMBER(10,0);NULL;Tem Default;FK ¿ TUNID_MED.ID;Surrogate Key;1751;7;
THIST_PRECOS_TERC;UNID_MED_ID_UM_NOVA;NUMBER(10,0);NULL;Tem Default;FK ¿ TUNID_MED.ID;Surrogate Key;1751;8;
THIST_PRECOS_TERC;PERC_IMP_ANTIGO;NUMBER(5,2);NULL;Tem Default;;;1751;9;
THIST_PRECOS_TERC;PERC_IMP_NOVO;NUMBER(5,2);NULL;Tem Default;;;1751;10;
THIST_PRECOS_TERC;VLR_FRETE_ANTIGO;NUMBER(19,8);NULL;;;Valor do frete antigo a ser adicionado no custo da operação;1751;11;
THIST_PRECOS_TERC;VLR_FRETE_NOVO;NUMBER(19,8);NULL;;;Valor do frete novo a ser adicionado no custo da operação;1751;12;
THIST_PRECOS_TERC;TP_VLR_FRETE_ANTIGO;VARCHAR2(1);NULL;;;Indicador antes da alteração: P=Percentual  V=Valor;1751;13;
THIST_PRECOS_TERC;TP_VLR_FRETE_NOVO;VARCHAR2(1);NULL;;;Indicador depois da alteração: P=Percentual  V=Valor;1751;14;
THIST_PRECOS_TERC;TAXA_ANTIGA;NUMBER(17,6);NULL;;;Taxa para conversão da UM antiga.;1751;15;
THIST_PRECOS_TERC;TAXA_NOVA;NUMBER(17,6);NULL;;;Taxa para conversão da UM nova.;1751;16;
THIST_PRECOS_TERC;DES_FORMULA_ANTIGA;VARCHAR2(800);NULL;;;Fórmula antiga para obtenção do preço.;1751;17;
THIST_PRECOS_TERC;DES_FORMULA_NOVA;VARCHAR2(800);NULL;;;Fórmula nova para obtenção do preço.;1751;18;
THIST_PRECOS_TERC;PERC_REAJUSTE;NUMBER(5,2);NULL;;;Percentual de reajuste aplicado ao preço do serviço de terceiro.;1751;19;
THIST_PROCESSOS_EXT;ID;NUMBER(19,0);NOT NULL;;PK;Chave primária.;435;1;
THIST_PROCESSOS_EXT;CREATED_BY;VARCHAR2(500);NOT NULL;;;Usuário responsável pela inclusão do registro.;435;2;
THIST_PROCESSOS_EXT;CREATED_ON;DATE;NOT NULL;;;Data de inclusão do registro.;435;3;
THIST_PROCESSOS_EXT;MODIFIED_BY;VARCHAR2(500);NULL;;;Usuário responsável pela última alteração do registro.;435;4;
THIST_PROCESSOS_EXT;MODIFIED_ON;DATE;NULL;;;Data da última alteração do registro.;435;5;
THIST_PROCESSOS_EXT;PROC_EXT_ID;NUMBER(19,0);NOT NULL;;FK ¿ TPROCESSOS_EXTERIOR.ID;Referência a TPROCESSOS_EXTERIOR.;435;6;
THIST_PROCESSOS_EXT;SITUACAO;VARCHAR2(1);NOT NULL;;;Situação do Processo;435;7;
THIST_REM_CONSIGNACAO;ID;NUMBER(19,0);NOT NULL;;PK;Chave primária.;5;1;
THIST_REM_CONSIGNACAO;CREATED_BY;VARCHAR2(500);NOT NULL;;;Usuário responsável pela inclusão do registro.;5;2;
THIST_REM_CONSIGNACAO;CREATED_ON;DATE;NOT NULL;;;Data de inclusão do registro.;5;3;
THIST_REM_CONSIGNACAO;MODIFIED_BY;VARCHAR2(500);NULL;;;Usuário responsável pela última alteração do registro.;5;4;
THIST_REM_CONSIGNACAO;MODIFIED_ON;DATE;NULL;;;Data da última alteração do registro.;5;5;
